"","a_log","h_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"50","-1.44444444444444","-4.11111111111111","-2","-3","5e-04","0.005","5e-04","0.001","-10","0.2","0.2","102628","NaN","-1.62753423772038","-2.0285815180344","-0.782032866095009","-2.79930102285919","0.00199930902355893","0.000509518757175919","0.00095652159702449","0.000203881258486474","-9.70285751244953","0.278650435022178","0.256667490991913","0","2106.56858925902","-1018.74211751523"
"51","-1.22222222222222","-4.55555555555556","-2","-3","5e-04","0.005","5e-04","5e-04","-5","0.2","0.2","151219","NaN","-2.70264854717923","-4.10994815922771","-1.17327149120561","-2.57216178936351","0.00118116937018696","0.000791212153013453","0.00283658317031985","-0.000276613176005047","-4.75880669771483","0.215126686366696","0.25176478390118","0","1894.68801190383","-912.801828837632"
"52","-1.66666666666667","-2.33333333333333","-0.5","-0.5","5e-04","5e-04","0.001","0.005","-5","0.2","0.2","203367","NaN","-3.85756720507927","0.393001147317039","-1.59898982693421","-1.56443548816273","0.00190002023283635","0.00221600550348387","0.00249805788681832","0.000950867763866702","-5.53754662896846","0.243347287149337","0.241114923522551","0","1940.9466152995","-935.931130535468"
"53","-2.55555555555556","-1.44444444444444","-0.5","-3","5e-04","0.001","5e-04","5e-04","-15","0.2","0.2","2983","NaN","-2.79308708748293","-3.53013251472487","-1.27507775431307","-1.70158707941745","0.00134282237001625","0.00090627491119672","0.00244485267796586","0.00084177219863018","-13.3315116956283","0.217188269651103","0.240774401021451","0","1819.83193345921","-875.373789615326"
"54","-1.66666666666667","-2.77777777777778","-1","-3","0.001","5e-04","0.005","0.001","-15","0.2","0.2","41557","NaN","-2.77483980486409","-2.59731773311825","-1.39519615132645","-1.67310208614505","0.00160500164582148","0.000875446512869973","0.00245792954851816","0.000846291496134218","-15.587249560899","0.218831207046649","0.238931463389756","0","1829.63624229889","-880.275944035163"
"55","-1.66666666666667","-1.44444444444444","-0.5","-0.5","5e-04","0.001","5e-04","5e-04","-5","0.2","0.2","149387","NaN","-2.90222111409769","2.71864613180948","-1.94910855932297","-1.64762850218827","0.00201162572628176","0.00220898592364132","0.00245646521663617","0.000892787030542277","-5.70587045113805","0.246635611853057","0.240799226723471","0","1956.15342397495","-943.534534873193"
"56","-1.66666666666667","-2.33333333333333","-0.5","-3","0.005","0.001","0.005","0.005","-5","0.2","0.2","215367","NaN","-1.99845411682509","-2.11376389851979","-1.18578166759448","-2.14395535420275","0.00215030196316101","-0.000197642553441431","0.00287949184698906","0.000418776165198067","-4.57583482203853","0.254137690915161","0.275534818884312","0","1974.57284466476","-952.744245218098"
"57","-2.77777777777778","-3.22222222222222","-2","-1","5e-04","0.001","0.001","5e-04","-10","0.2","0.2","84042","NaN","-2.60136757180936","-2.65387066695271","-1.26478570413737","-1.66665038628968","0.00156896312838308","0.00080763172259811","0.00248709665092297","0.000800916497352063","-9.82678635242357","0.217042233718775","0.24125831507512","0","1828.10846069713","-879.512053234286"
"58","-1","-3.22222222222222","-2","-0.5","5e-04","0.001","5e-04","5e-04","-5","0.2","0.2","149150","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"59","-1.44444444444444","-2.33333333333333","-1","-1","5e-04","0.001","0.005","0.005","-15","0.2","0.2","67968","NaN","-2.89597937335284","-1.56138211887527","-1.72409085780856","-1.7090561438428","0.00176435729379007","0.00085078139197751","0.0024571328283631","0.000817868367881472","-12.2788772009662","0.229562564109698","0.242902820412385","0","1869.22321190828","-900.069428839857"
"60","-1.44444444444444","-5","-2","-0.5","5e-04","0.005","0.001","0.005","-5","0.2","0.2","208508","NaN","-2.80326330804246","-2.97194738603307","-1.24912961838311","-1.63417860005788","0.00145959606852115","0.00108836438599284","0.00244566952832745","0.000995474327098426","-5.28874509056347","0.218953471501678","0.239056176428495","0","1828.43816986875","-879.676907820093"
"61","-1.44444444444444","-4.55555555555556","-1","-3","0.005","0.001","5e-04","0.005","-5","0.2","0.2","199018","NaN","-2.71644246331237","-3.51993868492071","-1.25204196117066","-4.84191758281172","0.00133906865286624","0.000784337812129402","-0.000910314748699666","-0.0149364851002712","-18.6732523177565","0.218188422865957","0.266131395312427","0","1921.3171786068","-926.116412189116"
"62","-1","-3.22222222222222","-1","-1","5e-04","0.001","0.001","5e-04","-10","0.2","0.2","84150","NaN","-2.59731122866647","-2.29176360877847","-1.26434018398621","-1.3692158193197","0.00174098654360327","0.000988060170647492","0.0023801965667884","0.00114809576330948","-9.46962985691532","0.216341993988928","0.24413606897539","0","1850.97412354365","-890.944884657545"
"63","-1.22222222222222","-4.11111111111111","-0.5","-1","0.005","0.001","0.005","5e-04","-5","0.2","0.2","167029","NaN","-1.608120325695","-3.92625085016776","-0.229697071599073","-1.12566755411816","0.00147118617552262","0.000698095808013909","0.00270144580511311","0.00123431197874834","-5.36374242423481","0.334000548708333","0.25679403401525","0","2324.87189352076","-1127.8937696461"
"64","-1.22222222222222","-5","-1","-3","0.001","0.005","0.005","0.001","-5","0.2","0.2","192709","NaN","-2.45811134006498","-2.78990006759681","-1.12543699249197","-1.48224563415213","0.00155100988125035","0.000806116777441635","0.00249067149290425","0.000981684605251491","-5.58409216868217","0.221520225136788","0.242452819401292","0","1839.4741144741","-885.194880122769"
"65","-3","-3.22222222222222","-0.5","-1","5e-04","0.001","0.005","0.001","-15","0.2","0.2","43741","NaN","-2.99279022605082","-3.71926539390339","-1.47640252693285","-1.4262846042298","0.00125520368074762","0.00114527616182583","0.00245418482570514","0.000988910605583519","-19.3798396262842","0.217282307841511","0.24184777609026","0","1837.92727135447","-884.421458562954"
"66","-2.33333333333333","-3.22222222222222","-0.5","-3","5e-04","0.005","5e-04","0.005","-15","0.2","0.2","54244","NaN","-2.61791405693761","-2.74940599040761","-1.20556383132269","-1.59051177142125","0.00157908707949835","0.000867611195948298","0.00245627298227566","0.00091207145655474","-13.0185468456058","0.220905140566271","0.24490241954346","0","1827.33875330743","-879.127199539434"
"67","-1.66666666666667","-1","-1","-1","0.005","0.001","0.005","5e-04","-5","0.2","0.2","166997","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"68","-3","-1","-2","-1","0.001","5e-04","5e-04","0.005","-10","0.2","0.2","122791","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"69","-1.44444444444444","-4.55555555555556","-1","-0.5","0.001","0.005","5e-04","5e-04","-15","0.2","0.2","7018","NaN","-2.33855885663177","-1.22766643443495","-1.2869828289785","-1.89268736718362","0.00165944368350618","0.00132822921089233","0.00409085772683993","0.00077167113694743","-19.9786614082333","0.232217949238832","0.251479319106809","0","1924.33775286158","-927.626699316508"
"70","-1.22222222222222","-3.66666666666667","-1","-3","5e-04","0.001","0.005","5e-04","-5","0.2","0.2","164839","NaN","-2.42583618520485","-2.06161857375995","-1.22513051329087","-3.68119227843401","0.00175345772510816","0.000837032136141752","0.00424021602033185","-0.00213969052604375","-5.91698603108684","0.227306099583085","0.263048493562721","0","1939.45643745253","-935.186041611985"
"71","-1.22222222222222","-1.88888888888889","-1","-0.5","0.005","0.001","5e-04","5e-04","-10","0.2","0.2","78179","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"72","-1.22222222222222","-1.44444444444444","-1","-1","0.005","5e-04","0.005","0.005","-15","0.2","0.2","67089","NaN","-2.96304738020635","-4.58148994026404","-1.36224166794872","-1.2161677859307","0.00112120509085507","0.000950617988920258","0.00252964324154618","0.00110388459120407","-19.6335759497044","0.21865841866355","0.249663741516971","0","1860.16673912889","-895.541192450165"
"73","-1.22222222222222","-5","-2","-1","0.001","0.001","0.005","0.005","-10","0.2","0.2","141609","NaN","-7.19448967724693","35.5126240007274","-30.9235605073459","-1.67760642719961","-0.212266447192132","0.246764114024505","0.00243519343075186","0.0008194565184756","-18.554900356798","0.260559208415112","0.241280407257517","0","2011.90128497982","-971.408465375628"
"74","-1","-1","-1","-1","0.005","5e-04","0.005","0.001","-5","0.2","0.2","188600","NaN","-2.46844126784615","-2.54721011212003","-1.12639277659326","-1.80134516881475","0.00154875479784914","0.000846995534939602","0.00249691160728577","0.000596847977349728","-3.85270115958325","0.228302116109523","0.241183884715097","0","1877.54595025965","-904.230798015546"
"75","-3","-1.44444444444444","-2","-0.5","0.001","5e-04","0.001","0.005","-5","0.2","0.2","204081","NaN","-2.48042963147696","-1.84022862904194","-1.15827007400571","-1.48115741346674","0.00183655217183187","0.0011048152641022","0.00263145184843755","0.00101702670946574","-3.78272226233898","0.22527806018211","0.244809585863689","0","1882.98477746836","-906.950211619896"
"76","-1","-4.11111111111111","-1","-1","0.005","0.001","5e-04","0.001","-15","0.2","0.2","29230","NaN","-2.89054339559128","1.80777986528639","-1.89272464572326","-1.57762891824057","0.0020297745599633","0.00203402016608345","0.00251179884859783","0.000941113784873065","-12.2889008002716","0.246065484032014","0.241869680612693","0","1954.01435455283","-942.465000162132"
"77","-3","-1.88888888888889","-1","-1","0.001","5e-04","0.001","0.005","-10","0.2","0.2","130971","NaN","-2.70539679009667","-3.54815150983361","-1.14723120066633","-1.68754788974505","0.00132385325437979","0.00113353200729879","0.00247823783515365","0.000980796154927749","-8.12247797545295","0.216215960405153","0.241173209829857","0","1825.03095185558","-877.973298813507"
"78","-3","-2.33333333333333","-2","-0.5","5e-04","5e-04","0.001","0.005","-10","0.2","0.2","130261","NaN","-3.36095739849256","-2.82645184199396","-2.37097389476375","-1.52357861599195","0.00146477780336286","-0.000640801764702013","0.00236470616884363","0.000958091486067329","-7.60999871425431","0.234820158776549","0.240936043863003","0","1906.09852632285","-918.507086047144"
"79","-2.11111111111111","-1.44444444444444","-1","-0.5","0.001","0.005","0.005","0.001","-15","0.2","0.2","47585","NaN","-3.12723284037711","-0.189698718572739","-1.7527929574677","-1.61312763787051","0.00194577554534969","0.00150027576490434","0.00242523073187956","0.000860370719280068","-12.6389359593859","0.237784643158503","0.242415228871786","0","1912.25391406779","-921.584779919613"
"80","-2.55555555555556","-3.66666666666667","-2","-0.5","0.005","5e-04","0.001","0.001","-5","0.2","0.2","180633","NaN","-2.35649921469406","-2.95723785671465","-0.962730673894803","-1.21170925520602","0.00157573342122816","0.000909347685616699","0.00236061834567146","0.00136800899366635","-5.05577979078905","0.222966510477322","0.252190221469348","0","1893.73227978961","-912.323962780522"
"81","-1.22222222222222","-1","-0.5","-0.5","0.001","0.005","0.001","5e-04","-5","0.2","0.2","161099","NaN","-2.90356966057573","-1.06762867928634","-1.55717676972841","-1.58307667286222","0.00186972775698302","0.0012654224041559","0.00275627956504304","0.000770891763596237","-3.13671500458741","0.228300100101612","0.241562386739626","0","1897.92551450905","-914.420580140244"
"82","-2.55555555555556","-3.66666666666667","-1","-0.5","0.001","0.005","5e-04","0.001","-5","0.2","0.2","177133","NaN","-2.71073708937128","-1.90614612986954","-1.35955836467039","-1.57304892181481","0.00141340309831877","0.000972217473860503","0.0026849351150649","0.00102404677920995","-4.78814329100329","0.228858990780548","0.243771247663727","0","1861.58310708122","-896.249376426329"
"83","-1.66666666666667","-3.22222222222222","-2","-3","0.005","0.001","0.005","0.001","-15","0.2","0.2","45047","NaN","-1.82493203836955","-3.235768837251","-0.742839350747427","-1.65179343968943","0.00156023384631236","0.000363777594385597","0.0024500260810359","0.00088424555619812","-15.7187802895326","0.259765739294663","0.240831675714571","0","1998.63683036269","-964.776238067063"
"84","-2.77777777777778","-5","-2","-3","0.005","0.005","0.001","0.005","-15","0.2","0.2","63902","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"85","-1.66666666666667","-4.55555555555556","-1","-0.5","0.005","0.005","5e-04","5e-04","-10","0.2","0.2","80817","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"86","-3","-2.33333333333333","-2","-0.5","0.005","0.005","0.001","0.005","-15","0.2","0.2","64561","NaN","-2.46011270410257","-2.52831586499674","-1.1920336042411","-1.65453128603476","0.00166098276496027","0.000804884180779845","0.00245558520454263","0.000840554696457277","-14.407201616165","0.221014418503456","0.249623280330016","0","1837.44590629498","-884.180776033208"
"87","-1.44444444444444","-1.88888888888889","-1","-3","0.001","0.005","5e-04","0.005","-15","0.2","0.2","55078","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"88","-2.11111111111111","-2.33333333333333","-1","-1","0.001","0.005","5e-04","0.001","-10","0.2","0.2","103965","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"89","-1","-4.11111111111111","-2","-0.5","5e-04","0.001","0.005","5e-04","-15","0.2","0.2","19530","NaN","-3.07751556755512","1.07528501351092","-2.20388063129645","-1.41973961932651","0.00218798150772408","0.00170518852852822","0.00265173985457804","0.00105297246951229","-8.78964875779888","0.245760755034679","0.241551114102787","0","1958.03458456419","-944.475115167814"
"90","-1.44444444444444","-3.66666666666667","-2","-1","5e-04","0.005","0.001","5e-04","-15","0.2","0.2","13838","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"91","-1.44444444444444","-2.77777777777778","-2","-3","5e-04","0.005","0.001","5e-04","-15","0.2","0.2","13558","NaN","-2.33159704242556","-2.84400278012945","-1.10039300194363","-14.2724169766594","0.00154116150647211","0.000592031364886489","0.134495885525441","-0.286013900621835","-5.07303828244518","0.222075832285283","0.270871619781255","0","1976.57010865397","-953.742877212705"
"92","-1.66666666666667","-3.66666666666667","-2","-0.5","5e-04","0.005","0.005","0.001","-5","0.2","0.2","192337","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"93","-1.88888888888889","-4.11111111111111","-0.5","-1","0.005","5e-04","5e-04","0.001","-15","0.2","0.2","26626","NaN","-3.08502850207568","-5.30422017521544","-2.19376548561959","-1.51251300131604","0.00123335408519939","-0.00312944884957567","0.00212501094888963","0.000992715576742382","-11.2446856753443","0.23905992439139","0.238991795363918","0","1928.14492507885","-929.530285425144"
"94","-2.55555555555556","-1.44444444444444","-2","-3","5e-04","0.001","5e-04","0.005","-15","0.2","0.2","51383","NaN","-2.87631959831746","-3.13772383182746","-1.46373027318504","-2.4957458331808","0.00159151533877385","0.000948737229217598","0.00238100192209833","-0.000569809323866592","-18.4262339338541","0.202898444955475","0.260586263322984","0","1877.9241487133","-904.419897242367"
"95","-1.66666666666667","-1.88888888888889","-1","-3","0.005","0.001","0.005","5e-04","-15","0.2","0.2","20877","NaN","-2.68982964728492","-2.99141803361583","-1.28187714164429","-1.63499105921248","0.00151221298105506","0.000734290333965792","0.00248713530463071","0.00086925102699532","-14.075823400148","0.21875993188677","0.236469286514095","0","1822.82337175226","-876.86950876185"
"96","-2.77777777777778","-3.22222222222222","-2","-3","5e-04","5e-04","0.001","5e-04","-15","0.2","0.2","8142","NaN","-2.84425735083833","-3.64482064778653","-1.32403466744933","-1.67376406486926","0.00136952409757455","0.000867173306029913","0.00270791461910183","0.000688856072422534","-15.720115519698","0.215196178111268","0.240340483312329","0","1821.94554489086","-876.430595331147"
"97","-1.22222222222222","-4.11111111111111","-2","-1","0.001","0.001","0.001","0.001","-15","0.2","0.2","36329","NaN","-2.16129555056108","-3.90002022365884","-0.737633830329191","-1.39428914604685","0.00130109015937952","0.000803165759076766","0.00248418698100411","0.000855683536052541","-13.9454654757956","0.238512213552129","0.255457786099854","0","1933.56793430904","-932.24179004024"
"98","-1","-3.22222222222222","-1","-0.5","0.001","5e-04","0.001","0.001","-5","0.2","0.2","179850","NaN","-1.73801385822794","-2.89278574498821","-0.493620646809245","-1.13214114898931","0.00172329942676523","0.000956801115690574","0.00261636779686271","0.00143068049267843","-5.09791405415877","0.285677946770382","0.266486056729072","0","2129.9243869489","-1030.42001636017"
