"","a_log","h_log","log_w","kr_log","r1_log","r2_log","alpha11","alpha22","alpha12","alpha21","c_log","sigma","sigma2","strtpt","error","a_log.est","h_log.est","log_w.est","kr_log.est","r1_log.est","r2_log.est","alpha11.est","alpha12.est","alpha22.est","alpha21.est","c_log.est","sigma.est","sigma2.est","converge","BIC","logLik"
"1","-1","-2","-6.25","-1.75","-0.5","-0.5","5e-04","0.005","5e-04","0.005","-15","0.2","0.2","342845","NaN","-1.19331602457767","-1.98120714927753","-10.1836944595438","-0.543558149959315","-0.536435614999048","-0.385904476259661","0.000691308793935355","0.00340179897255317","0.00476224409982717","0.00038234420478591","-14.5732273715754","0.495099961388671","0.479959082970169","0","3598.4766639996","-1758.61349292511"
"2","-2","-5","-7.5","-3","-0.5","-3","5e-04","0.001","0.001","0.005","-5","0.2","0.2","1283803","NaN","-1.4075516149668","-4.24564382230073","-6.16472839331204","-1.10877470209499","-0.692796624183168","-4.87948298493223","0.000518996165752114","0.00239929327023661","0.0497452925155835","-0.0116941201356796","-12.1032615288668","0.4085822524281","0.279283138649225","0","2869.90472724081","-1394.32752454572"
"3","-1.5","-2","-5","-3","-2","-0.5","0.005","0.005","0.005","0.005","-15","0.2","0.2","453869","NaN","-2.22170525750299","-4.79171647491078","-8.9764204463773","-0.333010640243628","-1.62467467709392","-2.71489597680987","0.000431320473719327","0.00255610140110556","0.00994760863519727","-0.000849182019564667","-13.6673744318974","0.441704766255354","0.283377865306929","0","2952.11894271677","-1435.4346322837"
"4","-1","-2","-7.5","-0.5","-0.5","-1","0.001","0.005","0.005","0.001","-10","0.2","0.2","751820","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"5","-2.5","-4","-5","-2.375","-0.5","-3","5e-04","5e-04","0.005","0.001","-5","0.2","0.2","1165857","NaN","-1.65271191124594","-3.77448091731558","-8.55789541037901","-3.34094606209302","-0.873423732465132","-3.08548752320395","0.000605954534586118","0.00193800063174674","0.0120569812309235","-0.00134592663470565","-6.11057703297895","0.431908403882584","0.283321262983464","0","2924.44163027883","-1421.59597606473"
"6","-1","-4","-8.75","-1.125","-0.5","-3","0.005","0.001","0.005","0.001","-5","0.2","0.2","1194160","NaN","-1.20860350138657","-3.22895425901904","-10.9636277254301","1.30705475164654","-0.816583235272161","-3.12427481171763","0.000629998634542426","0.00200298217896437","0.0123594420535634","-0.00162727739974174","-5.77388079235628","0.406648570921653","0.279870005586923","0","2887.11852493019","-1402.93442339041"
"7","-3","-3","-6.25","-2.375","-0.5","-1","5e-04","5e-04","5e-04","0.005","-15","0.2","0.2","307086","NaN","-2.71174013553258","-2.85652436834999","-10.6218961065201","1.95864778784724","-1.6240935088192","-2.36571693262472","0.00065638846877466","0.00453385263865244","0.00741234458921216","-0.000403817535098566","-15.3895986275734","0.471105948056546","0.287702567317815","0","3054.42810759958","-1486.5892147251"
"8","-2.5","-3","-7.5","-1.75","-0.5","-1","5e-04","0.001","5e-04","5e-04","-10","0.2","0.2","475937","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"9","-3","-2","-7.5","-2.375","-0.5","-0.5","5e-04","0.001","5e-04","0.001","-5","0.2","0.2","1085191","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"10","-2","-3","-5","-2.375","-2","-0.5","0.001","0.001","0.001","0.001","-10","0.2","0.2","684613","NaN","-1.25771996423266","-4.21433087329136","-5.30885968042788","-0.266186664844104","-0.839572427673614","-3.00005046901718","0.000500937948431706","0.00304320323797797","0.0130096863997594","-0.00127031590407116","-13.1301107603086","0.414840028881345","0.285607160475109","0","2886.15070977574","-1402.45051581318"
"11","-2.5","-2","-8.75","-1.125","-2","-1","5e-04","0.005","0.001","0.005","-15","0.2","0.2","390417","NaN","-3.78290897617754","2.81288323086327","-6.73311707858867","-5.89283223766569","-6.18462966666728","-6.486188542938","0.0281743454550694","0.35209210899895","0.255643485983358","-0.0605218906913318","-7.26256897497656","0.525844355112712","0.279985579347239","0","3128.87833117746","-1523.81432651404"
"12","-2.5","-4","-5","-1.125","-0.5","-3","0.005","0.001","0.005","0.001","-10","0.2","0.2","738607","NaN","-1.82488336804834","-5.41622038872929","-8.27177004272982","-1.14258621247743","-0.776064733906822","-2.78221913066218","0.00039607486010384","0.00205102262878208","0.0100115151682384","-0.000860718667062275","-9.04732239055611","0.41677852089397","0.280115599290466","0","2911.55449030085","-1415.15240607574"
"13","-3","-4","-5","-2.375","-0.5","-3","5e-04","0.001","5e-04","5e-04","-10","0.2","0.2","473981","NaN","-1.49052574958844","-4.18492926540349","-15.9313653955562","-0.129425467130696","-0.762080474608251","-4.54816945943011","0.000560496749103401","0.00145242893447708","0.0377615235516782","-0.00642553984923749","-11.2254331622119","0.40503695987102","0.279770577603645","0","2864.32664564906","-1391.53848374984"
"14","-2.5","-3","-8.75","-2.375","-1","-0.5","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","207037","NaN","37.0731205188685","61.3285617976673","-43.1728624470134","-14.9405237708932","-6.61934874074041","-6.77718591321274","0.0159650365688266","0.606102555593778","0.368971674704614","-0.0737456304777124","-56.1427131865027","0.526659888886725","0.280048531275475","0","3130.03744589899","-1524.39388387481"
"15","-1.5","-5","-10","-1.125","-0.5","-3","5e-04","5e-04","5e-04","5e-04","-15","0.2","0.2","1629","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"16","-2.5","-5","-10","-1.125","-1","-0.5","0.001","0.001","5e-04","5e-04","-5","0.2","0.2","938502","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"17","-1.5","-4","-6.25","-2.375","-0.5","-3","0.001","5e-04","0.005","0.001","-10","0.2","0.2","715834","NaN","-1.33820415542803","-3.84821264003144","-7.11706342033768","0.606198914384154","-0.801219378940109","-5.92008298526064","0.000585006361336025","0.00209123433076572","0.106559779340331","-0.0339254955020539","-16.2447835664824","0.405549198072578","0.28625676483171","0","2854.72510801071","-1386.73771493067"
"18","-1","-4","-10","-1.75","-0.5","-0.5","5e-04","5e-04","0.001","0.001","-10","0.2","0.2","663385","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"19","-1.5","-2","-8.75","-1.75","-1","-0.5","0.005","5e-04","5e-04","5e-04","-10","0.2","0.2","471544","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"20","-1.5","-5","-5","-3","-2","-0.5","0.001","0.005","0.001","0.005","-15","0.2","0.2","397604","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"21","-2","-4","-7.5","-3","-0.5","-1","5e-04","0.001","0.005","0.001","-15","0.2","0.2","273183","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"22","-1","-1","-7.5","-0.5","-0.5","-1","0.001","5e-04","5e-04","0.001","-5","0.2","0.2","1072450","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"23","-3","-1","-7.5","-1.125","-0.5","-1","0.005","5e-04","0.005","0.005","-15","0.2","0.2","419821","NaN","-1.17116537139071","-2.40452764503139","-7.48635983127074","2.43681118307583","-7.7118004534212","-5.45709511755623","-0.0413928029075929","0.270112817679016","0.0652818333383461","-0.0192568599058285","-13.1641067040049","0.466919143482217","0.28165869408275","0","3009.83141000427","-1464.29086592745"
"24","-2.5","-4","-7.5","-3","-0.5","-3","5e-04","5e-04","0.005","5e-04","-10","0.2","0.2","558182","NaN","-1.72384557434427","-4.55012508791497","-9.75566869885534","-3.16106995367317","-0.824604844136162","-4.09171082852145","0.000503979582040139","0.00164590829127817","0.0275000442971818","-0.00484450257884676","-8.07867025745602","0.421662367176255","0.280355662924639","0","2901.37693224972","-1410.06362705017"
"25","-1","-5","-5","-1.75","-2","-1","0.005","5e-04","5e-04","5e-04","-10","0.2","0.2","469105","NaN","-1.91456044393643","-6.35296172276146","-9.04811697498286","-1.34341087254888","-0.895317866562","-3.38595297873847","0.000275699590162522","0.00173775732988928","0.0146854170399491","-0.00250140433164906","-7.90013042351817","0.431054148194452","0.281757709170238","0","2933.04844009676","-1425.89938097369"
"26","-2.5","-2","-6.25","-1.125","-2","-1","0.005","5e-04","5e-04","0.001","-5","0.2","0.2","1076717","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"27","-2.5","-4","-6.25","-1.75","-2","-1","5e-04","5e-04","0.001","5e-04","-10","0.2","0.2","508457","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"28","-2.5","-1","-6.25","-3","-0.5","-1","0.001","0.001","5e-04","5e-04","-5","0.2","0.2","936972","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"29","-3","-4","-8.75","-1.125","-2","-0.5","5e-04","5e-04","0.005","0.005","-5","0.2","0.2","1320406","NaN","-10.6205188845162","0.0114820253457137","-10.3815862518598","7.33610384743383","-4.18453943031372","-4.28207751863962","0.00350990216146209","0.0526591088691021","0.0330697004885114","-0.00564573566511813","-4.0876728498593","0.525981680351778","0.280360380022645","0","3129.90039711399","-1524.32535948231"
"30","-1.5","-2","-5","-2.375","-2","-1","0.005","0.005","0.001","0.005","-5","0.2","0.2","1312744","NaN","1.32665481205131","9.73929665652303","-6.0722538056477","8.36484477059365","-5.79500666325081","-4.5928834517827","0.0138770040973309","0.254450816308996","0.043820658571002","-0.00808383106573331","-14.9731849591918","0.526276674034417","0.280007512519664","0","3129.81464335517","-1524.2824826029"
"31","-1","-1","-7.5","-0.5","-0.5","-0.5","0.005","0.005","0.005","0.001","-15","0.2","0.2","303700","NaN","0.932697348503142","-2.80649665702641","-6.80490674470842","5.13057495673256","-0.974639476852278","-3.02028235786221","0.000676879800724799","0.00250865050688026","0.00638934522641939","-0.0013276929676878","-22.0542052565784","0.419374606271148","0.285677598717021","0","2919.32427899606","-1419.03730042334"
"32","-3","-3","-5","-3","-0.5","-1","5e-04","0.005","0.001","0.005","-15","0.2","0.2","391361","NaN","-1.92840106743736","-5.77857147391841","-7.47038405890542","0.853317898881232","-0.984942654045863","-6.7853606443466","0.000308505089242836","0.00229917553170417","0.0822326703371131","0.000712436987944722","-12.9487345998623","0.42290548280681","0.29562356417033","0","2967.45935013606","-1443.10483599334"
"33","-2","-1","-5","-1.75","-1","-3","0.001","0.005","5e-04","0.001","-10","0.2","0.2","647873","NaN","-0.959089783521119","-3.47262182855606","-6.05531820308667","1.91095997158378","-0.808562788680153","-4.75381924278425","0.000632890768953566","0.00247396768316052","0.00157522561882502","0.00149608147799381","-11.236171156964","0.416388653525349","0.299977108752446","0","2937.02651399248","-1427.88841792155"
"34","-2","-2","-5","-1.75","-1","-3","0.001","0.001","0.001","5e-04","-10","0.2","0.2","529743","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"35","-3","-2","-10","-1.125","-2","-0.5","5e-04","0.005","5e-04","5e-04","-15","0.2","0.2","37891","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"36","-3","-3","-5","-2.375","-0.5","-1","0.005","0.005","5e-04","0.001","-15","0.2","0.2","200236","NaN","-1.61132896142253","-4.37541007924888","-10.098011676531","-1.24402898642375","-0.785263551674526","-4.15077806727436","0.000543133732588802","0.00156429063614038","0.0235829754009929","-0.00504832064928624","-14.1616791082002","0.411274202586913","0.280614928809799","0","2880.89924970671","-1399.82478577867"
"37","-1","-5","-10","-3","-1","-3","0.005","0.005","5e-04","0.001","-5","0.2","0.2","1108755","NaN","-1.58603370734349","-4.14562355470397","-8.96232178062106","-2.31574324059953","-0.69259301586476","-2.35738624461665","0.000539567935356518","0.00184167785283719","0.00784713128766105","-0.00045994595377829","-5.86875488793982","0.416463328087416","0.296775817161529","0","2939.02682205117","-1428.8885719509"
"38","-3","-4","-6.25","-1.75","-2","-0.5","5e-04","5e-04","0.005","0.001","-15","0.2","0.2","257206","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"39","-1.5","-5","-10","-2.375","-2","-3","5e-04","0.005","0.001","0.005","-15","0.2","0.2","388254","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"40","-2.5","-1","-6.25","-2.375","-0.5","-1","5e-04","0.001","5e-04","0.005","-5","0.2","0.2","1235222","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"41","-1.5","-2","-6.25","-1.75","-1","-0.5","5e-04","5e-04","0.001","0.001","-15","0.2","0.2","207219","NaN","-1.22150115664845","-4.33670129611292","-5.40751746684939","-1.54197586974661","-0.601448703943896","-2.75621060267786","0.000511662552237276","0.0027769571571037","0.00976820512748323","-0.000949731539235648","-15.7510930211537","0.418192761488507","0.284494929043994","0","2899.57571425522","-1409.16301805292"
"42","-1","-1","-7.5","-1.75","-1","-1","0.005","0.001","0.001","5e-04","-5","0.2","0.2","992825","NaN","4.07672292600365","-2.64936892060765","-30.4576731700645","8.58721091959387","-1.0684502281814","-6.72061775193656","0.000699688323331995","0.00217269701432421","0.0218968118388806","0.00191675065343427","-6.83383674434282","0.423487708691574","0.296419773755605","0","2971.79316921975","-1445.27174553519"
"43","-3","-5","-5","-1.125","-0.5","-3","0.001","0.005","5e-04","5e-04","-10","0.2","0.2","496726","NaN","-1.67867323838126","-4.46732796021784","-9.17306780342121","-1.77705533298424","-0.829933850612253","-4.41308001849906","0.000524463513859658","0.00167979598791059","0.0312237324376681","-0.0065013629861873","-8.12870994095281","0.417713511499069","0.280974940117521","0","2888.17227957185","-1403.46130071124"
"44","-2","-1","-5","-0.5","-2","-0.5","0.001","0.001","0.001","0.001","-5","0.2","0.2","1140623","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"45","-2","-2","-10","-0.5","-1","-0.5","0.001","0.001","0.005","0.005","-15","0.2","0.2","432393","NaN","-2.19110201417914","8.61566270937645","-11.2365206162264","3.75139639626816","-4.63752996444331","-5.12429779652022","0.00482327760439302","0.0813408705418514","0.0737192160826606","-0.0139481760462868","-21.095117979148","0.526043280857536","0.280156997272562","0","3129.22489531354","-1523.98760858208"
"46","-3","-1","-8.75","-1.75","-1","-1","0.001","5e-04","0.001","5e-04","-10","0.2","0.2","514671","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"47","-3","-1","-10","-2.375","-2","-1","0.001","0.001","0.001","0.005","-5","0.2","0.2","1290146","NaN","-2.15354681614683","-1.46214150129088","-8.78202650765486","-2.62135529735175","-2.60367563589575","-2.23925204912515","0.00118352142247691","0.00785876429564049","0.00722932141721128","-0.000337593919365829","-3.66483671776997","0.476314699645175","0.286317962744716","0","3099.43306815271","-1509.09169500167"
"48","-3","-2","-6.25","-1.125","-1","-1","5e-04","0.001","0.001","0.005","-5","0.2","0.2","1285466","NaN","-2.55736061046661","-2.38223303042014","-5.5355208433152","-0.215202113002762","-1.8816094577673","-2.68546595040446","0.000760993434961906","0.00668679024581841","0.00944753621167569","-0.000827073971408969","-5.25170059376429","0.475416510950352","0.281782848700314","0","3056.58540082736","-1487.66786133899"
